reservoir,thai_year,month,outflow,level_end
KY,2553,5,13.7402,24.3643
KY,2553,6,14.3616,23.4009
KY,2553,7,13.5416,28.2119
KY,2553,8,11.4889,34.452
KY,2553,9,19.0673,40.2051
KY,2553,10,40.161,40.3103
KY,2553,11,3.2375,35.9116
KY,2553,12,4.9815,31.8477
KY,2554,1,8.0211,25.659
KY,2554,2,8.1663,21.8933
KY,2554,3,8.1634,19.0265
KY,2554,4,4.6541,27.4905
KY,2554,5,8.8163,29.1882
KY,2554,6,3.9059,25.7452
KY,2554,7,6.0398,23.1245
KY,2554,8,8.1938,41.6858
KY,2554,9,56.0743,41.7922
KY,2554,10,28.8938,40.5209
KY,2554,11,2.4022,39.8968
KY,2554,12,4.5037,34.141
KY,2555,1,5.7773,32.8892
KY,2555,2,10.4473,25.4871
KY,2555,3,7.5265,20.9398
KY,2555,4,5.3797,18.4417
KY,2555,5,3.1567,23.2074
KY,2555,6,6.159,20.9398
KY,2555,7,3.5808,26.4382
KY,2555,8,11.7191,29.1882
KY,2555,9,58.0956,40.8375
KY,2555,10,32.9394,37.2174
KY,2555,11,13.196,40.5209
KY,2555,12,4.3566,38.8555
KY,2556,1,3.5683,36.4111
KY,2556,2,4.1606,32.5086
KY,2556,3,4.2912,30.1887
KY,2556,4,4.871,27.4905
KY,2556,5,8.7233,20.7033
KY,2556,6,13.2402,27.6674
KY,2556,7,17.9183,23.9586
KY,2556,8,16.1475,25.1444
KY,2556,9,17.5939,33.368
KY,2556,10,48.3187,40.6264
KY,2556,11,2.2983,39.2705
KY,2556,12,4.5404,36.7125
KY,2557,1,6.1521,32.7939
KY,2557,2,5.2069,30.1887
KY,2557,3,8.2592,24.4643
KY,2557,4,10.2893,16.4997
KY,2557,5,5.6574,13.7209
KY,2557,6,2.7644,13.0433
KY,2557,7,2.1849,13.0433
KY,2557,8,5.5836,21.4988
KY,2557,9,17.0689,31.1934
KY,2557,10,21.5772,36.914
KY,2557,11,16.1869,30.27
KY,2557,12,4.5398,23.8747
KY,2558,1,7.7193,18.4417
KY,2558,2,7.2776,13.3789
KY,2558,3,3.6953,11.6625
KY,2558,4,3.1732,9.9481
KY,2558,5,2.974,8.0911
KY,2558,6,2.278,7.5971
KY,2558,7,2.3442,5.4361
KY,2558,8,3.6253,9.6414
KY,2558,9,5.7954,32.2246
KY,2558,10,17.6561,42.1121
KY,2558,11,2.1736,41.0491
KY,2558,12,13.7,31.2864
KY,2559,1,9.2986,28.4687
KY,2559,2,13.3955,25.3155
KY,2559,3,2.631,24.7185
KY,2559,4,5.8792,27.8447
KY,2559,5,21.5911,21.9747
KY,2559,6,13.9846,26.1775
KY,2559,7,19.8939,29.8234
KY,2559,8,24.0295,25.3155
KY,2559,9,17.9011,33.9469
KY,2559,10,17.6012,38.9591
KY,2559,11,16.8426,35.1193
KY,2559,12,15.4697,27.138
KY,2560,1,11.8865,25.573
KY,2560,2,8.947,24.3797
KY,2560,3,10.0201,22.4649
KY,2560,4,12.8078,23.9586
KY,2560,5,13.5681,34.7264
KY,2560,6,13.8648,29.9146
KY,2560,7,30.8828,28.2899
KY,2560,8,5.1308,34.8244
KY,2560,9,6.3903,35.8121
KY,2560,10,16.7306,39.8968
KY,2560,11,11.528,35.4154
KY,2560,12,10.4942,34.3356
KY,2561,1,14.2357,32.8892
KY,2561,2,13.0896,30.915
KY,2561,3,14.1681,30.1887
KY,2561,4,12.401,27.138
KY,2561,5,11.6223,30.73
KY,2561,6,11.5336,29.9146
KY,2561,7,13.6827,21.9747
KY,2561,8,6.9538,24.211
KY,2561,9,8.6561,32.9847
KY,2561,10,11.9153,39.2705
KY,2561,11,7.7564,37.2174
KY,2561,12,7.6167,38.0322
KY,2562,1,11.462,34.2382
KY,2562,2,13.3203,29.4598
KY,2562,3,16.1745,27.8447
KY,2562,4,15.2888,28.9176
KY,2562,5,14.3499,27.226
KY,2562,6,9.2373,30.6377
KY,2562,7,21.5986,19.4738
KY,2562,8,17.0075,16.9021
KY,2562,9,13.0972,23.4569
KY,2562,10,12.0995,20.1589
KY,2562,11,9.8464,13.7209
KY,2562,12,3.797,10.6345
KY,2563,1,3.2035,8.1299
KY,2563,2,2.197,6.3261
KY,2563,3,3.4354,3.6566
KY,2563,4,4.3573,3.9633
KY,2563,5,4.8912,5.9341
KY,2563,6,8.6291,19.3239
KY,2563,7,8.2332,34.141
KY,2563,8,13.1573,35.5144
